,text,intent,fromloc.city_name,depart_time.time,toloc.city_name,arrive_time.time,arrive_time.period_of_day,depart_date.day_name,depart_time.period_of_day,flight_time,cost_relative,round_trip,fare_amount,depart_date.today_relative,city_name,stoploc.city_name,toloc.airport_code,depart_time.time_relative,class_type,depart_date.date_relative,airline_name,arrive_time.time_relative,depart_time.start_time,depart_time.end_time,fromloc.airport_name,toloc.state_name,depart_date.day_number,depart_date.month_name,mod,fare_basis_code,transport_type,flight_mod,arrive_date.month_name,arrive_date.day_number,meal,toloc.state_code,meal_description,return_date.month_name,return_date.day_number,airline_code,depart_time.period_mod,flight_stop,fromloc.airport_code,arrive_date.day_name,time,or,economy,flight_number,arrive_time.period_mod,flight_days,toloc.airport_name,state_code,arrive_time.start_time,arrive_time.end_time,fromloc.state_name,arrive_date.date_relative,depart_date.year,return_date.date_relative,airport_code,aircraft_code,fromloc.state_code,connect,restriction_code,airport_name,toloc.country_name,days_code,day_name,period_of_day,today_relative,stoploc.state_code,meal_code,state_name,stoploc.airport_name,arrive_date.today_relative,time_relative,return_time.period_of_day,return_time.period_mod,month_name,day_number,return_date.today_relative,return_date.day_name
112,show me all flights from san francisco to pittsburgh,flight,san francisco,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,find me a flight on united from boston to san francisco with a stopover in denver,flight,boston,,san francisco,,,,,,,,,,,denver,,,,,united,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,show me the last flight from love field,flight,,,,,,,,,,,,,,,,,,,,,,,love field,,,,,,,last,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,what flights go from newark to boston after 5 pm,flight,newark,5 pm,boston,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,what are all the flights from boston to dallas,flight,boston,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,what is the earliest flight departing san francisco and arriving in boston on november ninth,flight,san francisco,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,earliest,november,ninth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,what is the earliest flight flying from pittsburgh to atlanta on july fifth,flight,pittsburgh,,atlanta,,,,,,,,,,,,,,,,,,,,,,fifth,july,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,please list available flights for next saturday from philadelphia to dallas,flight,philadelphia,,dallas,,,saturday,,,,,,,,,,,,next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday,flight,pittsburgh,,los angeles,5 pm,,,,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,what is the transportation time from the airport to boston,ground_service,,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,which airline has the smallest plane leaving pittsburgh and arriving in baltimore on july fourth,airline,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,smallest,,,,july,fourth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,what are the nonstop flights on america west or southwest air from kansas city to burbank on saturday may twenty two,flight,kansas city,,burbank,,,,,,,,,,,,,,,,southwest,,,,,,,,,,,,may,twenty two,,,,,,,,nonstop,,saturday,,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,what are the classes of service for american airlines,flight,,,,,,,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you,flight,milwaukee,,tacoma,,,friday,,,,,,,,,,,,,,,,,,,eleventh,june,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,all flights from boston to washington dc on november tenth,flight,boston,,washington,,,,,,,,,,,,,,,,,,,,,,tenth,november,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,what are the flights from denver to san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,on the 8 am flight from san francisco to atlanta what type of aircraft is used,aircraft,san francisco,8 am,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,which flight is a one way fare at 329 dollars from denver to pittsburgh,flight,denver,,pittsburgh,,,,,,,one way,329 dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,what flights leave baltimore for boston after 6 o'clock on friday,flight,baltimore,6 o'clock,boston,,,friday,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,okay i need to get a flight from houston to seattle,flight,houston,,seattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,please list flights between denver and boston,flight,denver,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon,flight,boston,,dallas,,,,afternoon,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,i would like some information on flights leaving boston to atlanta,flight,boston,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,show me the latest nonstop flight from denver to washington dc,flight,denver,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,latest,,,,dc,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,what are the flights from dallas to baltimore,flight,dallas,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,i would like a nonstop flight from new york to las vegas on march second,flight,new york,,las vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,march,second,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,no i want to go from denver to oakland,flight,denver,,oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,show me all the night fares between philadelphia and san francisco,airfare,philadelphia,,san francisco,,,,night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,what kinds of ground transportation is available in dallas fort worth,ground_service,,,,,,,,,,,,,dallas fort worth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,can you show me economy class one way fares for flights from oakland to dallas on december sixteenth,airfare,oakland,,dallas,,,,,,,one way,,,,,,,,,,,,,,,sixteenth,december,,,,,,,,,,,,,,,,,,,economy class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,what is fare code qw,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,qw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,i 'd like a flight on july ninth from orlando to kansas city in the afternoon,flight,orlando,,kansas city,,,,afternoon,,,,,,,,,,,,,,,,,,ninth,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,what are the coach fares from charlotte to la wednesday night,airfare,charlotte,,la,,,wednesday,night,,,,,,,,,,coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,is there ground transportation available in denver,ground_service,,,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,show me flights from philadelphia to oakland on friday,flight,philadelphia,,oakland,,,friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning,flight,boston,,denver,8 o'clock,morning,,,,,,,,,,,,,,,by,,,,,,,,,,,,,,,,,,,,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,i would like to fly the cheapest rate available from pittsburgh to atlanta on wednesday morning,flight,pittsburgh,,atlanta,,,wednesday,morning,,cheapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,list the flight from philadelphia to san francisco on american airlines,flight,philadelphia,,san francisco,,,,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,flights from memphis to las vegas on sunday,flight,memphis,,las vegas,,,sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am,flight,atlanta,8 am,boston,,,thursday,,,,,,,,,,after,,,,,,,,,fifth,september,,,,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,what is the first class fare on united flight 352 from denver to boston,airfare,denver,,boston,,,,,,,,,,,,,,first class,,united,,,,,,,,,,,,,,,,,,,,,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,flight from philadelphia to dallas arriving before 4 pm on saturday,flight,philadelphia,,dallas,4 pm,,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,list flights tomorrow from san diego to phoenix,flight,san diego,,phoenix,,,,,,,,,tomorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,show me all flights from san francisco to washington dc area,flight,san francisco,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,sure i want to go from philadelphia to dallas,flight,philadelphia,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,show me all the united airlines flights leaving dallas,flight,dallas,,,,,,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,can you list all the flights between phoenix and las vegas,flight,phoenix,,las vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,list all flights from baltimore to philadelphia,flight,baltimore,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,round trip flights from minneapolis to san diego coach economy fare,flight,minneapolis,,san diego,,,,,,,round trip,,,,,,,coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,i want to fly from boston to denver and i don 't want any stopovers and i 'd like to fly only during the afternoon,flight,boston,,denver,,,,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,flights from denver to baltimore between 10 am and 2 pm,flight,denver,,baltimore,,,,,,,,,,,,,,,,,,10 am,2 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,show me the flights from denver to atlanta,flight,denver,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,what flights are there on delta from boston to dallas,flight,boston,,dallas,,,,,,,,,,,,,,,,delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,what kind of ground transportation can you offer me in seattle,ground_service,,,,,,,,,,,,,seattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,leaving washington going to san francisco the latest flight,flight,washington,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,show me the flights available from atlanta to baltimore leaving atlanta in the morning,flight,atlanta,,baltimore,,,,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,round trip fares new york to san jose,airfare,new york,,san jose,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,which flights are serviced by american airlines,flight,,,,,,,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,how do i get from pittsburgh airport to downtown pittsburgh,flight,,,pittsburgh,,,,,,,,,,,,,,,,,,,,pittsburgh airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,does midwest express serve charlotte,flight,,,,,,,,,,,,,charlotte,,,,,,midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,what flights from houston to milwaukee on friday in the evening on american airlines,flight,houston,,milwaukee,,,friday,evening,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,what is the earliest flight going from san francisco to dallas on monday august nineteenth,flight,san francisco,,dallas,,,monday,,,,,,,,,,,,,,,,,,,nineteenth,august,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,what flights from atlanta to st. louis on tuesday arriving around 230 pm,flight,atlanta,,st. louis,230 pm,,tuesday,,,,,,,,,,,,,,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm,flight,kansas city,,chicago,7 pm,,wednesday,,,,,,,,,,,,,,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,i would like information on any flights from pittsburgh to san francisco leaving thursday evening,flight,pittsburgh,,san francisco,,,thursday,evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,i need a cheap flight from baltimore to san francisco,flight,baltimore,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,cheap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,what is the cost of a first class ticket from baltimore to dallas,airfare,baltimore,,dallas,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,what is the economy thrift fare from boston to washington,airfare,boston,,washington,,,,,,,,,,,,,,thrift,,,,,,,,,,,,,,,,,,,,,,,,,,,,economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,list the nonstop flights early tuesday morning from dallas to atlanta,flight,dallas,,atlanta,,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,tuesday,,,,,early,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,what is the earliest flight you have that leaves philadelphia to dallas,flight,philadelphia,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,are there any flights from dallas fort worth to boston leaving before 10 am,flight,dallas fort worth,10 am,boston,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,show me all the flights to baltimore after 6 o'clock pm,flight,,6 o'clock pm,baltimore,,,,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,i need a return flight from philadelphia to boston,flight,philadelphia,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,united airlines flights stopping in denver before noon,flight,,noon,,,,,,,,,,,,denver,,before,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,show me the car rentals in baltimore,ground_service,,,,,,,,,,,,,baltimore,,,,,,,,,,,,,,,,car rentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,what flights go from newark to boston after 1024 in the morning,flight,newark,1024,boston,,,,morning,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,shortest evening flight from tampa to cincinnati,flight,tampa,,cincinnati,,,,evening,,,,,,,,,,,,,,,,,,,,,,,shortest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,how much time does it take to go between the airport and downtown by ground transportation in dallas,ground_service,,,,,,,,,,,,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,flights from boston to pittsburgh,flight,boston,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,i 'd like to fly continental airlines between boston and philadelphia,flight,boston,,philadelphia,,,,,,,,,,,,,,,,continental airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,i would like to book a flight on continental airlines from chicago to seattle on june first,flight,chicago,,seattle,,,,,,,,,,,,,,,,continental airlines,,,,,,first,june,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,all flights from pittsburgh to dallas round trip after 12 pm less than 100,flight,pittsburgh,12 pm,dallas,,,,,,less,round trip,100,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon,flight,san francisco,12 noon,boston,,,sunday,,,,,,,,,,after,first class,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,from las vegas to phoenix,flight,las vegas,,phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,show me flights from pittsburgh to atlanta on monday afternoon,flight,pittsburgh,,atlanta,,,monday,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,flight,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,smallest,,,,june,fourteenth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,show all flights from boston to denver on july thirty first,flight,boston,,denver,,,,,,,,,,,,,,,,,,,,,,thirty first,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,are there any flights before 12 noon on june fifteenth from long beach to columbus,flight,long beach,12 noon,columbus,,,,,,,,,,,,,before,,,,,,,,,fifteenth,june,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,list daily flights from boston to atlanta,flight,boston,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,on a flight from san francisco to atlanta that leaves before 8 am is there such a flight,flight,san francisco,8 am,atlanta,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,on united airlines give me the flight times from boston to dallas,flight_time,boston,,dallas,,,,,flight times,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,ground transportation minneapolis,ground_service,,,,,,,,,,,,,minneapolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,show me airline abbreviations,airline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,how many flights does delta have with a class of service code f,quantity,,,,,,,,,,,,,,,,,,,delta,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,please list all the arriving and departing flights from general mitchell international,flight,,,,,,,,,,,,,,,,,,,,,,,general mitchell international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,i would like to see the flights from denver to philadelphia please,flight,denver,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,does eastern airlines fly early in the morning between logan and bwi,flight,,,,,,,morning,,,,,,,,bwi,,,,eastern airlines,,,,logan,,,,,,,,,,,,,,,,early,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,what flights leave phoenix on american airlines,flight,phoenix,,,,,,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,can you list all the airlines that have flights from boston to san francisco,airline,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,flights from nashville to orlando daily,flight,nashville,,orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,show me first class flights from pittsburgh to san francisco on friday,flight,pittsburgh,,san francisco,,,friday,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,i need the earliest flight from denver to boston that serves dinner,flight,denver,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,from toronto to atlanta in the afternoon,flight,toronto,,atlanta,,,,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,please list the friday afternoon flights from san jose to dallas on american airlines,flight,san jose,,dallas,,,friday,afternoon,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,is there ground transportation in boston from the airport,ground_service,,,,,,,,,,,,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,show first flight from pittsburgh to atlanta on wednesday,flight,pittsburgh,,atlanta,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa,flight,oakland,,boston,,,,,,,,,,,dallas fort worth,,,,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,show me all flights from san francisco to la guardia nonstop,flight,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,la guardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,what flights are there from pittsburgh to los angeles,flight,pittsburgh,,los angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,what kind of ground transportation is there in washington dc,ground_service,,,,,,,,,,,,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,what is the least expensive flight available from dallas fort worth to san francisco,flight,dallas fort worth,,san francisco,,,,,,least expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,what does the fare code f mean,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,what 's the most expensive way i can fly to washington,flight,,,washington,,,,,,most expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,what flights from houston to milwaukee on friday on american airlines,flight,houston,,milwaukee,,,friday,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,what is the schedule of ground transportation from the airport in philadelphia into downtown,ground_service,philadelphia,,,,,,,schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
